model	dataset	trained	epoch_no	perturb_mec	sigma	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0372	30.8430	0.0087	0.0000	2041	0:05:57.655048	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0614	24.4524	0.0378	0.0001	7320	0:04:32.505089	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0615	28.2141	0.0159	0.0000	191	0:05:04.624289	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0429	25.6447	0.0287	0.0001	7649	0:05:56.739457	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0524	29.7817	0.0111	0.0001	3203	0:05:56.513048	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0478	25.9993	0.0265	0.0001	285	0:05:57.117458	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0508	28.3165	0.0155	0.0001	2374	0:05:57.347051	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0509	26.2205	0.0252	0.0001	891	0:05:24.736249	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0439	24.9560	0.0337	0.0001	1995	0:05:25.071021	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0526	27.0551	0.0208	0.0000	5916	0:05:56.960602	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0565	26.0035	0.0264	0.0000	2961	0:05:56.488244	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0638	22.0569	0.0656	0.0002	4455	0:05:57.208672	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0673	28.8128	0.0138	0.0000	36	0:05:40.868450	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0888	30.1059	0.0103	0.0000	3167	0:05:54.768476	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0704	30.2148	0.0100	0.0000	7423	0:05:54.638918	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0770	30.3819	0.0096	0.0000	5056	0:05:54.781171	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0697	27.6881	0.0179	0.0001	2139	0:05:52.833737	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0667	27.8549	0.0173	0.0001	2219	0:04:12.065208	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0752	28.5516	0.0147	0.0000	4469	0:05:27.207429	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0713	29.5448	0.0117	0.0000	3577	0:05:54.817257	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0910	26.8495	0.0218	0.0001	5279	0:05:54.020101	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0679	26.7679	0.0222	0.0001	3251	0:05:51.072681	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0236	35.7258	0.0028	0.0000	9026	0:05:46.030934	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0184	34.8764	0.0034	0.0000	7812	0:05:54.639670	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0139	40.5536	0.0009	0.0000	4657	0:05:54.533510	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0197	37.1295	0.0020	0.0000	4990	0:05:54.737657	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0223	33.2118	0.0050	0.0000	7687	0:05:55.685836	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0201	37.4414	0.0019	0.0000	7456	0:05:05.464168	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0188	38.9522	0.0013	0.0000	2416	0:04:43.783417	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0178	38.0454	0.0017	0.0000	4187	0:04:28.554392	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0191	37.8382	0.0017	0.0000	6613	0:04:35.911490	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0239	37.8996	0.0017	0.0000	2678	0:05:45.382419	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0560	24.8668	0.0343	0.0001	9869	0:05:39.321305	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0536	24.8309	0.0346	0.0000	5236	0:05:53.531551	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0582	24.0040	0.0419	0.0001	2091	0:05:54.249499	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0581	25.8173	0.0276	0.0001	1751	0:05:54.334379	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0510	22.8628	0.0545	0.0002	7729	0:05:55.139943	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0627	24.6098	0.0364	0.0001	1405	0:04:54.254488	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0553	23.6118	0.0459	0.0001	3083	0:05:50.045523	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0523	24.2889	0.0392	0.0001	2739	0:05:54.831446	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0523	23.6121	0.0459	0.0002	5495	0:05:54.387675	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0540	23.7010	0.0449	0.0001	7252	0:05:39.048240	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0536	29.3979	0.0121	0.0000	4828	0:05:35.601432	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0470	34.1359	0.0041	0.0000	6634	0:05:54.698050	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0718	29.4601	0.0119	0.0000	1482	0:05:54.393156	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0529	28.0000	0.0167	0.0000	1661	0:05:54.886239	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0509	26.8632	0.0217	0.0001	8330	0:05:55.186138	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0564	30.2007	0.0101	0.0000	1578	0:04:21.413476	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0611	26.2917	0.0247	0.0001	8040	0:05:16.211389	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0528	29.0033	0.0133	0.0000	3633	0:05:55.305269	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0547	27.6391	0.0181	0.0001	4395	0:05:54.431681	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0522	30.0655	0.0104	0.0000	2438	0:05:56.059550	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0191	31.6629	0.0072	0.0000	6388	0:05:42.259483	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0133	35.0265	0.0033	0.0000	2751	0:05:57.428346	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0219	36.7635	0.0022	0.0000	3494	0:05:57.235193	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0189	34.3816	0.0038	0.0000	5763	0:05:57.535307	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0104	33.8071	0.0044	0.0000	2403	0:05:57.603888	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0126	36.2676	0.0025	0.0000	1941	0:05:18.218988	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0146	39.6211	0.0011	0.0000	4930	0:04:45.551693	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0217	36.3356	0.0024	0.0000	8914	0:04:30.763319	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0232	32.0340	0.0066	0.0000	1228	0:04:32.798330	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0204	34.0418	0.0042	0.0000	2834	0:05:47.451883	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1048	25.3431	0.0308	0.0000	6073	0:05:57.027336	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0701	25.4753	0.0299	0.0000	4504	0:05:57.019515	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0862	27.7658	0.0176	0.0000	6623	0:05:57.217518	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0645	24.5083	0.0373	0.0001	3681	0:05:57.541469	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0695	23.5206	0.0468	0.0001	7327	0:05:37.039518	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0642	23.3541	0.0487	0.0002	5085	0:05:13.307533	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0962	22.8192	0.0550	0.0002	5589	0:05:58.303864	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0721	26.4995	0.0236	0.0001	1969	0:05:57.660582	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1007	24.7694	0.0351	0.0000	1180	0:05:57.277617	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0748	24.2805	0.0393	0.0001	7148	0:05:12.513277	torch.float32	tensor(0.9990, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0136	36.3168	0.0025	0.0000	4139	0:05:55.976855	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0130	38.0606	0.0016	0.0000	3914	0:05:56.303136	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0217	37.7434	0.0018	0.0000	9422	0:05:55.339204	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0104	37.7272	0.0018	0.0000	215	0:05:56.034060	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0181	36.6621	0.0023	0.0000	3223	0:05:23.192991	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0095	37.8173	0.0017	0.0000	7127	0:04:27.561513	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0105	39.8266	0.0011	0.0000	5182	0:05:45.277330	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0064	38.5207	0.0015	0.0000	2751	0:05:56.352158	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0124	38.7810	0.0014	0.0000	8670	0:05:56.115829	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0107	40.6711	0.0009	0.0000	3674	0:05:37.413581	torch.float32	tensor(0.9999, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0258	29.2197	0.0126	0.0000	7456	0:05:57.142973	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0416	28.0478	0.0165	0.0001	7531	0:05:57.251834	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0448	31.0960	0.0082	0.0000	4216	0:05:56.968785	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0361	21.6200	0.0725	0.0001	7845	0:05:57.317648	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0330	28.9809	0.0133	0.0000	102	0:05:56.873532	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0284	29.0207	0.0132	0.0001	5897	0:04:51.898777	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0252	28.3330	0.0155	0.0000	5891	0:04:30.943607	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0371	27.0014	0.0210	0.0001	4239	0:04:29.097859	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0426	30.1662	0.0101	0.0000	2661	0:05:08.071156	torch.float32	tensor(0.9995, device='cuda:0')
mnist cnn	MNIST	False	1	ALG_rGaussPGrad22	0.0002	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0490	25.4765	0.0299	0.0001	347	0:05:17.708137	torch.float32	tensor(0.9995, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0954	22.3537	0.0926	0.0016	1047	0:45:43.471000	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0917	22.0548	0.0992	0.0002	1756	0:45:51.673330	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0931	21.5654	0.1111	0.0003	1603	0:45:51.126032	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0923	24.7364	0.0535	0.0006	4806	0:45:51.590811	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0935	19.5555	0.1764	0.0060	4030	0:43:57.279905	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0906	22.0888	0.0985	0.0023	1007	0:13:41.728206	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0462	19.2035	0.1913	0.0004	4900	0:37:29.675821	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0508	24.5566	0.0558	0.0001	3375	0:42:17.857112	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0470	21.7298	0.1069	0.0004	6489	0:52:29.039442	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0495	21.4541	0.1139	0.0009	1348	0:51:29.553304	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0462	26.0157	0.0399	0.0001	5252	0:51:29.819891	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0458	19.1387	0.1942	0.0002	2091	0:42:37.136229	torch.float32	tensor(0.9999, device='cuda:0')
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.7626	16.3402	0.3699	0.0012	5834	0:30:26.262130	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.7363	17.2108	0.3027	0.0024	7175	0:41:39.525532	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.7665	14.7926	0.5283	0.0008	5636	0:42:46.721731	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8334	16.4981	0.3567	0.0015	8899	0:44:55.363404	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.6549	16.7325	0.3380	0.0028	6619	0:47:35.909201	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.6965	14.2578	0.5975	0.0062	2775	0:46:17.972175	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.7294	14.4329	0.5739	0.0033	6076	0:47:22.109386	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.7901	15.2867	0.4714	0.0017	6275	0:43:00.064128	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussPGrad22	0.0004	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0674	23.0745	0.0785	0.0003	4656	0:45:38.436893	torch.float32	tensor(0.9999, device='cuda:0')
